"Année","Grande région","Domaine d'activité","Niveau de qualification","Homme","Femme"
"2002","Zurich (ZH)","Expertises, conseils, vente","Niveau 3",6471,5745
"2002","Zurich (ZH)","Expertises, conseils, vente","Niveau 4",4964,5325
"2002","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8741,6826
"2002","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 3",6719,5633
"2002","Zurich (ZH)","Achat et vente de produits de base et d'équipement","Niveau 4",5022,4588
"2002","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 1+2",7140,4850
"2002","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 3",5085,3947
"2002","Zurich (ZH)","Vente de biens de consommation, vente au détail","Niveau 4",4144,3864
"2002","Zurich (ZH)","Recherche et développement","Niveau 1+2",9008,7794
"2002","Zurich (ZH)","Recherche et développement","Niveau 3",6980,5904
"2002","Zurich (ZH)","Recherche et développement","Niveau 4",X,X
"2002","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 1+2",9433,8624
"2002","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 3",7270,6270
"2002","Zurich (ZH)","Analyse, programmation, 'operating'","Niveau 4",6024,4895
"2002","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7812,6338
"2002","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 3",6279,5167
"2002","Zurich (ZH)","Planifier, construire, réaliser, dessiner","Niveau 4",6278,5608
"2002","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5935,5400
"2002","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 3",5429,4684
"2002","Zurich (ZH)","Transp. de personnes et de marchandises, communications","Niveau 4",4894,4224
"2002","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 1+2",7419,X
"2002","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 3",6123,5069
"2002","Zurich (ZH)","Services de sécurité, de surveillance","Niveau 4",4688,X
"2002","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7406,6582
"2002","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5923,5518
"2002","Zurich (ZH)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4487,4575
"2002","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,4060
"2002","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 3",X,3187
"2002","Zurich (ZH)","Soins corporels, nettoyage des vétements","Niveau 4",X,3352
"2002","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 1+2",5710,4500
"2002","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 3",4387,3618
"2002","Zurich (ZH)","Nettoyage et hygiéne publique","Niveau 4",3922,3313
"2002","Zurich (ZH)","Activités pédagogiques","Niveau 1+2",7795,7302
"2002","Zurich (ZH)","Activités pédagogiques","Niveau 3",7018,6625
"2002","Zurich (ZH)","Activités pédagogiques","Niveau 4",X,X
"2002","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5536,5108
"2002","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4352,4006
"2002","Zurich (ZH)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3719,3776
"2002","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",7656,6722
"2002","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 3",6635,5659
"2002","Zurich (ZH)","Culture, information, sport, loisirs et divertissements","Niveau 4",4758,4332
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5863,4434
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5271,4104
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4628,3632
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 1+2",5893,4412
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 3",5271,4027
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Fabrication et transformation de produits","Niveau 4",4651,3629
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 1+2",5791,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 3",5108,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de la construction","Niveau 4",4535,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",5971,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 3",5525,4619
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Mise en service, réglage et maintenance de machines","Niveau 4",4842,3634
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 1+2",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 3",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Restauration, arts manuels","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 1+2",7630,5263
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 3",5384,4258
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","SERVICES","Niveau 4",4200,3627
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",10079,7223
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6952,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 1+2",8329,5833
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 3",5761,5025
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Comptabilité, gestion du personnel","Niveau 4",X,4667
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 1+2",7068,5241
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 3",5443,4937
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Secrétariat, travaux de chancellerie","Niveau 4",5010,4576
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 1+2",7236,4951
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 3",5966,4837
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Autres activités commerciales et administratives","Niveau 4",5314,4461
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 1+2",7461,5961
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 3",5671,4833
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Logistique, tâches d'état-major","Niveau 4",4843,4330
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 1+2",8409,6051
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 3",6639,5034
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Expertises, conseils, vente","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",7945,6057
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 3",6460,4770
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,4026
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 1+2",6381,3932
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 3",4936,3755
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Vente de biens de consommation, vente au détail","Niveau 4",3739,3519
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 1+2",8205,7583
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 3",6493,5055
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Recherche et développement","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 1+2",7687,6190
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 3",6369,5367
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Analyse, programmation, 'operating'","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7280,5159
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 3",5808,4857
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5025,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 3",5238,4434
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Transp. de personnes et de marchandises, communications","Niveau 4",4684,3900
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 1+2",7831,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 3",5728,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Services de sécurité, de surveillance","Niveau 4",4598,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7209,5749
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5390,4905
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",X,4137
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3163
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3476
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 3",5302,4075
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 4",4334,3575
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 1+2",8162,7221
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 3",7046,5460
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 4",X,X
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5159,3921
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",3849,3415
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3200,3333
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6102,5136
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 3",4738,4524
"2002","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 4",3111,3683
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5887,4244
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5325,4013
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4728,3675
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 1+2",5704,4230
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 3",5144,3922
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 4",4660,3638
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 1+2",5926,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 3",5298,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 4",4761,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6067,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 3",5612,4506
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 4",5055,4311
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 1+2",X,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 3",X,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 4",X,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 1+2",7900,5714
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 3",5504,4570
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 4",4237,3721
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",10500,7736
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6118,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 1+2",8771,6130
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 3",5718,5361
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 4",X,4733
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 1+2",6506,5614
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 3",5901,5204
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 4",5226,4683
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 1+2",7375,5487
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 3",5899,4938
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 4",4850,4438
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 1+2",7550,6449
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 3",5525,5048
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 4",4802,4050
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 1+2",8983,6934
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 3",6543,5300
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 4",X,4374
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8057,6341
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 3",6231,4939
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,X
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 1+2",6760,4310
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 3",5288,3817
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 4",4087,3691
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 1+2",8233,7539
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 3",6785,5147
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 4",4456,4263
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 1+2",8233,7006
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 3",6400,5404
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 4",X,4496
"2002","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7027,5176
